premise	hypothesis	label
Analistaren mezu elektronikoak, ordea, erakusten du informazioa partekatzeari buruzko lege-ohar eta legezko muga ugari nahasten ari zela agente kriminalek inteligentzia-kanalen bidez bildutako informazioari eman diezazkioketen erabilerak arautzen dituzten xedapenekin.	Analistak ez zituen argi azaldu gauza asko.	0
Analistaren mezu elektronikoak, ordea, erakusten du informazioa partekatzeari buruzko lege-ohar eta legezko muga ugari nahasten ari zela agente kriminalek inteligentzia-kanalen bidez bildutako informazioari eman diezazkioketen erabilerak arautzen dituzten xedapenekin.	Analistaren txostena hain zen nahasia, non inork ezin baitzuen ulertu.	1
Jendea eskaileretatik ebakuatzen laguntzeko lana eman zieten agente batzuei; beste batzuei, berriz, plazaren, bestibuluaren eta PATH estazioaren ebakuazioa azkartzekoa.	Agenteei eginkizun zehatzak esleitu zitzaizkien.	0
Jendea eskaileretatik ebakuatzen laguntzeko lana eman zieten agente batzuei; beste batzuei, berriz, plazaren, bestibuluaren eta PATH estazioaren ebakuazioa azkartzekoa.	Agenteak haien beharra zuten lekuetara zuzendu ziren ausaz.	2
Jendea eskaileretatik ebakuatzen laguntzeko lana eman zieten agente batzuei; beste batzuei, berriz, plazaren, bestibuluaren eta PATH estazioaren ebakuazioa azkartzekoa.	Antzinatasunaren arabera esleitu zitzaizkien eginkizunak agenteei.	1
Egoera horretan ere, informazioa OIPRren pantailaren bidez eman behar izan zuten murriztapengatik.	OIPRren pantailak hegaldi-denborei buruzko informazioa eskaintzen die bidaiariei.	2
Egoera horretan ere, informazioa OIPRren pantailaren bidez eman behar izan zuten murriztapengatik.	OIPRren pantailak terroristen zaintza-zerrendarekin lotutako informazioa prozesatzen du.	1
Egoera horretan ere, informazioa OIPRren pantailaren bidez eman behar izan zuten murriztapengatik.	OIPRren pantailak informazioa prozesatzen du.	0
Irailaren 9an albiste izugarriak iritsi ziren Afganistandik.	Afganistango berriak jaso genituen.	0
Irailaren 9an albiste izugarriak iritsi ziren Afganistandik.	Urrira arte ez genuen izan Afganistango berririk.	2
Irailaren 9an albiste izugarriak iritsi ziren Afganistandik.	Irailaren 9an esan ziguten eraso egitear zirela.	1
Komunikatzeko ezintasuna baldintza larria izan zen World Trade Center-en, Pentagonoan eta Somerset konderrian (Pennsylvania), hainbat agentzia eta jurisdikzio aritu baitziren lanean.	Komunikazioa oso ona izan zen irailaren 11n.	2
Komunikatzeko ezintasuna baldintza larria izan zen World Trade Center-en, Pentagonoan eta Somerset konderrian (Pennsylvania), hainbat agentzia eta jurisdikzio aritu baitziren lanean.	Jendeak komunikatzeko zailtasun handiak zituen World Trade Center-en, argindarrik gabe geratu zirelako eta telefono-lineek ez zutelako funtzionatzen.	1
Komunikatzeko ezintasuna baldintza larria izan zen World Trade Center-en, Pentagonoan eta Somerset konderrian (Pennsylvania), hainbat agentzia eta jurisdikzio aritu baitziren lanean.	Jendeak komunikatzeko zailtasun handiak zituen World Trade Center-en.	0
Datu-base irekietan bilaketak eginda lortu ahal izan zituzten gidariaren gidabaimena, autoen erregistro-zenbakia eta telefono-zenbakien zerrenda.	Halaber, datu-base profesionaletarako sarbidea eskatu zuten ikertzaileek.	1
Datu-base irekietan bilaketak eginda lortu ahal izan zituzten gidariaren gidabaimena, autoen erregistro-zenbakia eta telefono-zenbakien zerrenda.	Hainbat datu eskuratu ahal izan zituzten zeuzkaten datu-baseetatik.	0
Datu-base irekietan bilaketak eginda lortu ahal izan zituzten gidariaren gidabaimena, autoen erregistro-zenbakia eta telefono-zenbakien zerrenda.	Ezin izan zen aurkitu subjektuei buruzko informaziorik zeuzkaten informazio-iturrietan.	2
Transakzio osoa susmagarria iruditu zitzaiola alegatuz, Hazmi eta Mihdharrengandik aldendu zen administratzailea, baina ez haiek behar zuten laguntza jaso aurretik.	Administratzailea berehala jarri zen agintariekin harremanetan eta laguntza ukatu zien.	2
Transakzio osoa susmagarria iruditu zitzaiola alegatuz, Hazmi eta Mihdharrengandik aldendu zen administratzailea, baina ez haiek behar zuten laguntza jaso aurretik.	Zalantzak izan arren, administratzaileak lagundu egin zien.	0
Transakzio osoa susmagarria iruditu zitzaiola alegatuz, Hazmi eta Mihdharrengandik aldendu zen administratzailea, baina ez haiek behar zuten laguntza jaso aurretik.	Esku-dirua eta bidaiatzeko agiriak lortzen lagundu zien.	1
FAAren aire-zirkulazioaren kontrolari buruzko datuen batzorde-azterketa.	FAAren aire-zirkulazioaren kontrolari buruzko datuak talde independente batek aztertu zituen, eta kontrolatzaileek lan ona egin zutela zehaztu zen.	1
FAAren aire-zirkulazioaren kontrolari buruzko datuen batzorde-azterketa.	FAAren aire-zirkulazioaren kontrolari buruzko datuak aztertu ziren.	0
FAAren aire-zirkulazioaren kontrolari buruzko datuen batzorde-azterketa.	FAAren aire-zirkulazioaren kontrolari buruzko datuak ez ziren inoiz aztertu.	2
2003an, izendapen horiek ezabatu egin ziren; nazioarteko terrorismoaren inguruko gai guztiek izen bera dute orain: 315.	Garrantzi handieneko gai gisa sailkatzen dira terrorismo-kontu guztiak.	1
2003an, izendapen horiek ezabatu egin ziren; nazioarteko terrorismoaren inguruko gai guztiek izen bera dute orain: 315.	Terrorismo-kontu guztiak berdin sailkatzen dira.	0
2003an, izendapen horiek ezabatu egin ziren; nazioarteko terrorismoaren inguruko gai guztiek izen bera dute orain: 315.	Terrorismo-kontu bakoitza bere aldetik aztertzen eta sailkatzen da.	2
PAPDko agente asko Hegoaldeko Dorrera ari ziren igotzen, PAPDko larrialdi-zerbitzuetako unitatea barne.	PAPDko agente guztiei lurrean itxaroteko agindu zitzaien, besterik jakinarazi arte.	2
PAPDko agente asko Hegoaldeko Dorrera ari ziren igotzen, PAPDko larrialdi-zerbitzuetako unitatea barne.	Agente bakoitzak zeraman ekipamenduak 20 libratik gora pisatzen zituen.	1
PAPDko agente asko Hegoaldeko Dorrera ari ziren igotzen, PAPDko larrialdi-zerbitzuetako unitatea barne.	PAPDko larrialdi-zerbitzuetako unitateak Hegoaldeko Dorrearen igoeran parte hartu zuen.	0
Hegoaldeko Dorrea erortzen ikusi zuen agente horrek gertatutakoaren berri eman zien Iparraldeko Dorrean zeuden larrialdi-zerbitzuetako unitateei bere ebakuazio-jarraibideetan.	Iparraldeko Dorrean ez zen inor geratu Hegoaldeko Dorrea erori ondoren.	2
Hegoaldeko Dorrea erortzen ikusi zuen agente horrek gertatutakoaren berri eman zien Iparraldeko Dorrean zeuden larrialdi-zerbitzuetako unitateei bere ebakuazio-jarraibideetan.	Agenteak Iparraldeko Dorrean zeuden larrialdi-zerbitzuetako unitateekin hitz egin baino 30 minutu lehenago erori zen Hegoaldeko Dorrea.	1
Hegoaldeko Dorrea erortzen ikusi zuen agente horrek gertatutakoaren berri eman zien Iparraldeko Dorrean zeuden larrialdi-zerbitzuetako unitateei bere ebakuazio-jarraibideetan.	Hegoaldeko Dorrea erortzen ikusi zuen agenteak.	0
Argindar-sorgailuak itzali egin behar izan ziren segurtasuna bermatzeko, eta, ondorioz, igogailuek funtzionatzeari utzi zioten.	Argindar-sorgailuak gehiegi berotu, eta sute bat eragin zezaketen.	1
Argindar-sorgailuak itzali egin behar izan ziren segurtasuna bermatzeko, eta, ondorioz, igogailuek funtzionatzeari utzi zioten.	Argindar-sorgailuek ez zuten inolako arazorik ekarri.	2
Argindar-sorgailuak itzali egin behar izan ziren segurtasuna bermatzeko, eta, ondorioz, igogailuek funtzionatzeari utzi zioten.	Argindar-sorgailuak segurtasun-arrisku bat izan ziren.	0
Egoera larriagotzen bada, baliteke mehatxuari aurre egiteko bilera bat antolatzea.	Baliteke mehatxu terroristari aurre egiteko bilera bat antolatzea.	1
Egoera larriagotzen bada, baliteke mehatxuari aurre egiteko bilera bat antolatzea.	Litekeena da mehatxuari aurre egiteko bilera bat antolatu behar izatea.	0
Egoera larriagotzen bada, baliteke mehatxuari aurre egiteko bilera bat antolatzea.	Bilera bat antolatzeko aukera ez da aipatu ere egin.	2
Hezbolaren goi-mailako operatibo bateko kide batek bahitzaileak Iranera eraman zituen hegazkin berean bidaiatu zuen.	Ez dugu sekula izan Hezbolaren operatibo batek Iranera bidaiatu zuelako berririk.	2
Hezbolaren goi-mailako operatibo bateko kide batek bahitzaileak Iranera eraman zituen hegazkin berean bidaiatu zuen.	Bahitzaileak aurrez ere egina zuten egonaldiren bat Iranen.	0
Hezbolaren goi-mailako operatibo bateko kide batek bahitzaileak Iranera eraman zituen hegazkin berean bidaiatu zuen.	Iranen, trebakuntza berezia jaso zuten bahitzaileek.	1
Badirudi Powell eta Rumsfeld idazkariei ere eman diela gai horiei buruzko informazioa DCIk.	DCIk uko egin zion administrazioko goi mailako arduradunei ere gai horren berri emateari.	2
Badirudi Powell eta Rumsfeld idazkariei ere eman diela gai horiei buruzko informazioa DCIk.	Badirudi ordurako DCIk jakinaren gainean jarriak zituela Powell eta Rumsfeld.	0
Badirudi Powell eta Rumsfeld idazkariei ere eman diela gai horiei buruzko informazioa DCIk.	Mediterraneoko bi garraiolari-greben orduko egoeraren berri eman zitzaien.	1
Ezkutuko ekintzarako, Zentro Antiterroristaren eta CIAko Eragiketen Zuzendaritzaren mende zegoen, noski, Etxe Zuria.	Etxe Zuriak eskatutako ezkutuko ekintzaren batean parte hartu zuen CIAk.	0
Ezkutuko ekintzarako, Zentro Antiterroristaren eta CIAko Eragiketen Zuzendaritzaren mende zegoen, noski, Etxe Zuria.	Terrorismoaren aurkako Zentroak berrogeita hamabi eragiketa bereizitan parte hartu zuen urte hartan.	1
Ezkutuko ekintzarako, Zentro Antiterroristaren eta CIAko Eragiketen Zuzendaritzaren mende zegoen, noski, Etxe Zuria.	Etxe Zuriak ez zeukan ezkutuko eragiketak aurrera eramateko agentziarik.	2
Riaden zela, Txetxenian jihada praktikatzen izana zela esan zien anaiei.	Haren hiru anaiek Txetxeniara joateko asmoa izan zuten.	1
Riaden zela, Txetxenian jihada praktikatzen izana zela esan zien anaiei.	Familian, zazpi ahizpa zituen, eta anaiarik ez.	2
Riaden zela, Txetxenian jihada praktikatzen izana zela esan zien anaiei.	Haren anaietako batzuk Txetxenian egonak ziren.	0
Gainerako unitateei buruzko informazioa lortzeko, ikusi New Yorkeko suhiltzaileen erregistroetan dagoen ordenagailuz lagundutako bidalketa-txostena, 1377 alarma-kutxa, 2001eko irailaren 11,09:42:45-09:47:05.	Azken 38 urteetan egin diren ordenagailuz lagundutako bidalketa guztien erregistro zehatzak daude gordeta.	1
Gainerako unitateei buruzko informazioa lortzeko, ikusi New Yorkeko suhiltzaileen erregistroetan dagoen ordenagailuz lagundutako bidalketa-txostena, 1377 alarma-kutxa, 2001eko irailaren 11,09:42:45-09:47:05.	Ordenagailuz lagundutako bidalketen erregistro bat dago.	0
Gainerako unitateei buruzko informazioa lortzeko, ikusi New Yorkeko suhiltzaileen erregistroetan dagoen ordenagailuz lagundutako bidalketa-txostena, 1377 alarma-kutxa, 2001eko irailaren 11,09:42:45-09:47:05.	Ez da gordetzen bidalketen erregistrorik.	2
Beste batzuk berariazko bidaiarien garraioari buruzkoak dira soilik.	Bidaiari guztiei eragin zieten gertakari eta araudi horiek.	2
Beste batzuk berariazko bidaiarien garraioari buruzkoak dira soilik.	Kasu horietan, bidaiari bat baino gehiago garraia zitezkeen.	0
Beste batzuk berariazko bidaiarien garraioari buruzkoak dira soilik.	Arau horietan segurtasun-kontrol indartuak sartzen ziren.	1
Clarkek gutxienez birritan aipatu zion Rice Segurtasun Nazionaleko aholkulariari litekeena zela Estatu Batuetan Al Qaedako zelula lokartuak egotea.	Clarkek ez zion inoiz esan Rice Segurtasun Nazionaleko aholkulariari litekeena zela Estatu Batuetan Al Qaedako zelula lokartuak egotea.	2
Clarkek gutxienez birritan aipatu zion Rice Segurtasun Nazionaleko aholkulariari litekeena zela Estatu Batuetan Al Qaedako zelula lokartuak egotea.	Clarkek lau aldiz esan zion Rice Segurtasun Nazionaleko aholkulariari litekeena zela Estatu Batuetan Al Qaedako zelula lokartuak egotea.	1
Clarkek gutxienez birritan aipatu zion Rice Segurtasun Nazionaleko aholkulariari litekeena zela Estatu Batuetan Al Qaedako zelula lokartuak egotea.	Clarkek Rice Segurtasun Nazionaleko aholkulariari esan zion litekeena zela Estatu Batuetan Al Qaedako zelula lokartuak egotea.	0
Aldi berean, Saudi Arabiako gizartean Al Qaedak dirua biltzen zuen zuzenean gizabanakoengandik eta ongintzako erakundeen bitartez.	Enpresetatik ere jaso zuen dirua Al Qaedak.	1
Aldi berean, Saudi Arabiako gizartean Al Qaedak dirua biltzen zuen zuzenean gizabanakoengandik eta ongintzako erakundeen bitartez.	Al Qaedak ez zuen saudien dirurik jaso.	2
Aldi berean, Saudi Arabiako gizartean Al Qaedak dirua biltzen zuen zuzenean gizabanakoengandik eta ongintzako erakundeen bitartez.	Saudi Arabian, Al Qaedak norbanakoen eta ongintzako erakundeen dirua jaso zuen.	0
Zer gertatzen ari den ikertzen ari gara.	Ez digu axola zer gertatzen ari den eta ez dugu jakin nahi.	2
Zer gertatzen ari den ikertzen ari gara.	Atzo zer gertatu zen ere asmatu nahian gabiltza.	1
Zer gertatzen ari den ikertzen ari gara.	Zer gertatzen ari den jakin nahian gabiltza.	0
FBIk segurtasun- eta gaitasun-arau zorrotzak gorde behar ditu bere langile finko eta kontratatuekiko.	FBIk ez ditu langileak aintzat hartzen.	2
FBIk segurtasun- eta gaitasun-arau zorrotzak gorde behar ditu bere langile finko eta kontratatuekiko.	FBIk etengabe egiaztatu behar du ea bere langileak seguru dauden.	1
FBIk segurtasun- eta gaitasun-arau zorrotzak gorde behar ditu bere langile finko eta kontratatuekiko.	FBIk bere langileak babestuta eduki behar ditu.	0
FBIko ikertzaileek ondorioztatu dutenez, Al Qaedak abiazioan trebatzera bideratu zituen Phoenix aldean zeuden muturreko beste musulman batzuk ere.	FBIko ikertzaileek beste 100 estremista aurkitu zituzten Phoenixen.	1
FBIko ikertzaileek ondorioztatu dutenez, Al Qaedak abiazioan trebatzera bideratu zituen Phoenix aldean zeuden muturreko beste musulman batzuk ere.	Phoenixen terrorista gehiago zeudela esan zuten FBIko ikertzaileek.	0
FBIko ikertzaileek ondorioztatu dutenez, Al Qaedak abiazioan trebatzera bideratu zituen Phoenix aldean zeuden muturreko beste musulman batzuk ere.	Ez zegoen Phoenixen inor terrorismoan sartuta zebilela baieztatzen zuen frogarik.	2
Mzoudik dio Marokora joan zela ezkontzera, baina ezin izan zuela, auto-istripu batean zauritu zelako.	Istripua gertatu zenean ez zeraman lotuta segurtasun uhala.	1
Mzoudik dio Marokora joan zela ezkontzera, baina ezin izan zuela, auto-istripu batean zauritu zelako.	Mzoudik esan zuen espero bezala ezkondu zela.	2
Mzoudik dio Marokora joan zela ezkontzera, baina ezin izan zuela, auto-istripu batean zauritu zelako.	Baliteke Mzoudik auto-istripu bat izatea Marokon.	0
Hirugarrenik, Predator-en eraman behar zuten Hellfire misila ez zegoen prest.	Predator-en eramango duten Hellfire misila prest egongo da laster.	1
Hirugarrenik, Predator-en eraman behar zuten Hellfire misila ez zegoen prest.	Hellfire misila Predator-en eramateko prest dago	2
Hirugarrenik, Predator-en eraman behar zuten Hellfire misila ez zegoen prest.	Hellfire misila ez dago Predator-en eramateko prest	0
Biltzarreko liderrei ez zitzaien eman PDBen berri, baina litekeena da gai hori inteligentzia-zerbitzuaren beste bilera batean aipatu izana.	Baliteke biltzarreko liderrek PDB honen berri izatea, edo ez.	0
Biltzarreko liderrei ez zitzaien eman PDBen berri, baina litekeena da gai hori inteligentzia-zerbitzuaren beste bilera batean aipatu izana.	Biltzarreko liderrek gutxienez astean behin jaso zuten informazioa.	1
Biltzarreko liderrei ez zitzaien eman PDBen berri, baina litekeena da gai hori inteligentzia-zerbitzuaren beste bilera batean aipatu izana.	Egia da biltzarreko guztiek izan zutela PDBen berri.	2
Ez dago adostasunik Ashcroftek Pickarden mehatxu terroristaren egoerari buruzko informeetan zuen interesari buruz.	Ashcroftek esan zuen informe haiek ez zutela merezi.	2
Ez dago adostasunik Ashcroftek Pickarden mehatxu terroristaren egoerari buruzko informeetan zuen interesari buruz.	Ashcroftek behin eta berriz entzun nahi zituen informeak	1
Ez dago adostasunik Ashcroftek Pickarden mehatxu terroristaren egoerari buruzko informeetan zuen interesari buruz.	Ashcroftek informeetan interesa zuen.	0
Langile horiek ez zeuden harrapatuta, baina, goiko solairuetako gehienek ez bezala, talkaren ondoren berehala ez jaistea erabaki zuten.	Goiko solairuetan zeuden guztiak berehala jaitsi ziren talkaren ostean.	2
Langile horiek ez zeuden harrapatuta, baina, goiko solairuetako gehienek ez bezala, talkaren ondoren berehala ez jaistea erabaki zuten.	Goiko pisuetako langile batzuek talkaren ondoren berehala ez jaistea erabaki zuten.	0
Langile horiek ez zeuden harrapatuta, baina, goiko solairuetako gehienek ez bezala, talkaren ondoren berehala ez jaistea erabaki zuten.	Langile batzuek uste zuten egoera ez zela larrituko.	1
Estatu Batuetara itzultzean, FBIko agenteak joan ziren Hageren bila aireportura, galdekatu egin zuten eta, hurrengo egunean, garai hartan Bin Laden ikertzen ari zen epaimahai federalaren aurrera eraman zuten.	FBIko agenteek hiru orduz itaundu zuten Hage.	1
Estatu Batuetara itzultzean, FBIko agenteak joan ziren Hageren bila aireportura, galdekatu egin zuten eta, hurrengo egunean, garai hartan Bin Laden ikertzen ari zen epaimahai federalaren aurrera eraman zuten.	Hage FBIko agenteek galdekatu zuten.	0
Estatu Batuetara itzultzean, FBIko agenteak joan ziren Hageren bila aireportura, galdekatu egin zuten eta, hurrengo egunean, garai hartan Bin Laden ikertzen ari zen epaimahai federalaren aurrera eraman zuten.	FBIko agenteek ez zioten galdeketarik egin Hageri.	2
Shakur, berez, Farid Hilali dela identifikatu dute Espainiako agintariek.	Shakurrek ez zuen ezizenik erabili, ez baitzen oso ezaguna.	2
Shakur, berez, Farid Hilali dela identifikatu dute Espainiako agintariek.	Shakurrek ezizen bat erabiltzen zuen, urteetan oharkabean pasatu zena.	1
Shakur, berez, Farid Hilali dela identifikatu dute Espainiako agintariek.	Shakurrek ezizen bat zuen.	0
Bi konpainiei eta haien ekintzei buruzko informazioa lortzeko, irakurri New Yorkeko suhiltzaileei egindako 22. elkarrizketa, 28. batailoiarena (urtarrilaren	Hogeita hiru suhiltzailek osatzen zuten konpainia bakoitza.	1
